Contract Type,Contract Capacity (MW),Facility Name,Supplier Legal Name,Contract Status,Contract Term (Yrs),Milestone Commercial Operation Date,Term Start Date,Term End Date,Fuel Group,Technology,Fuel Type,Connection Type,Closest City/Town,Upper Municipality,IESO Zone,Regional Planning Zone
HESA,28,Peter Sutherland Sr. GS (New Post Creek),PSS Generating Station LP,CO,50,01-Dec-17,31-Mar-17,30-Mar-67,Renewables,Hydroelectricity,Waterpower,Tx,Smooth Rock Falls,Cochrane,Northeast,Greater Ottawa
HCI,27.463,Twin Falls,"H2O Power Limited Partnership, Watergen Canada Holdings Inc.",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Iroquois Falls,Cochrane,Northeast,Chatham/Lambton/Sarnia
CFC,27,Hull No. 2,Hull Energy LP,CO,40,31-Dec-19,09-May-21,09-May-61,Renewables,Hydroelectricity,Waterpower,Dx,Ottawa,Ottawa,Ottawa,Burlington to Nanticoke
MTC 1,25.02,Northland Cochrane CGS,Cochrane Power Corporation,CO,5,01-May-24,01-May-24,30-Apr-29,Gas,Combined Heat and Power,Natural Gas,Tx,Cochrane,Cochrane,Northeast,Toronto
FIT 1,25,Goulais Wind Farm,Chi-Wiikwedong LP,CO,20,29-Jan-15,21-May-15,20-May-35,Renewables,Wind - On-Shore,Wind,Tx,Sault Ste. Marie,Algoma,Northeast,Toronto
NUG,24,Calstock Generating Station,Atlantic Power Limited Partnership,CO,5,01-Apr-22,01-Apr-22,31-Mar-27,Renewables,Rankine Cycle,Biomass,Tx,Hearst,Cochrane,Northeast,South Georgian Bay/Muskoka
CHP I,23,Thorold Cogeneration Project (Expansion),Thorold CoGen L.P.,UD,10,01-May-25,,,Gas,Combined Cycle CHP,Natural Gas,Tx,St. Catharines,Niagara,Niagara,South Georgian Bay/Muskoka
FIT 1,23,East Durham Wind Energy Centre,"East Durham Wind, LP",CO,20,15-Sep-15,17-Aug-15,16-Aug-35,Renewables,Wind - On-Shore,Wind,Dx,Priceville,Grey,Southwest,Greater Bruce/Huron
FIT 1,23,Conestogo Wind Energy Centre,"Conestogo Wind, LP",CO,20,25-Mar-13,20-Dec-12,19-Dec-32,Renewables,Wind - On-Shore,Wind,Dx,Alma,Wellington,Southwest,Greater Ottawa
HCI,23,Gartshore GS,"Great Lakes Power Limited Partnership, Algoma Hydro Asset LP, Canada Atlantis GL Power LP",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Wawa,Algoma,Northeast,Peterborough to Kingston
HCI,23,Hollingsworth GS,"Great Lakes Power Limited Partnership, Algoma Hydro Asset LP, Canada Atlantis GL Power LP",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Wawa,Algoma,Northeast,London Area
RES I,23,Umbata Falls Hydro,Umbata Falls Limited Partnership,CO,20,30-May-08,12-Nov-08,11-Nov-28,Renewables,Hydroelectricity,Waterpower,Tx,Marathon,Thunder Bay,Northwest,Sudbury/Algoma
HCI,22.4,Scott Falls GS,"Great Lakes Power Limited Partnership, Algoma Hydro Asset LP, Canada Atlantis GL Power LP",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Wawa,Algoma,Northeast,Toronto
MTC 1,20.51,Nipigon Power Plant,Atlantic Power Limited Partnership,CO,5,01-May-24,01-May-24,30-Apr-29,Gas,Combined Cycle,Natural Gas,Tx,Nipigon,Thunder Bay,Northwest,Peterborough to Kingston
FIT 1,19.44,Bow Lake Phase 1,Nodin Kitagan Limited Partnership,CO,20,27-May-15,10-Aug-15,09-Aug-35,Renewables,Wind - On-Shore,Wind,Tx,Montreal River Harbour,Algoma,Northeast,Kitchener-Waterloo-Guelph-Cambridge
E-LT1,19,Vaughan 1E Energy Storage 1,Vaughan 1E Energy Storage 1 LP,UD,21,31-May-26,,,Storage,Battery Energy Storage System,Battery,Dx,Concord,York,Toronto,London Area
E-LT1,19,Arlen Energy Storage 1,Arlen Energy Storage 1 LP,UD,21,31-May-26,,,Storage,Battery Energy Storage System,Battery,Dx,Guelph,Wellington,Southwest,GTA West
FIT 1,18.45,GREY HIGHLANDS CLEAN ENERGY,GREY HIGHLANDS CLEAN ENERGY DEVELOPMENT LP,CO,20,14-Apr-14,21-Sep-16,20-Sep-36,Renewables,Wind - On-Shore,Wind,Dx,Singhampton,Grey,Southwest,Windsor-Essex
FIT 1,18,St. Columban 1 Wind Energy Project,St. Columban Wind LP,CO,20,17-Feb-15,16-Jul-15,15-Jul-35,Renewables,Wind - On-Shore,Wind,Dx,Seaforth,Huron,Southwest,East Lake Superior
FIT 1,18,Plateau I & II Wind,Plateau Wind LP,CO,20,19-Apr-13,16-Mar-12,15-Mar-32,Renewables,Wind - On-Shore,Wind,Dx,Dundalk,Grey,Southwest,GTA East
FIT 1,18,Gunn's Hill Wind Farm,Gunn's Hill LP,CO,20,29-Nov-14,14-Nov-16,13-Nov-36,Renewables,Wind - On-Shore,Wind,Dx,Woodstock,Oxford,Southwest,Kitchener-Waterloo-Guelph-Cambridge
HCI,18,"Domtar, Espanola Mill",Domtar Inc.,CO,20,01-Jan-12,01-Jan-12,01-Jan-32,Renewables,Hydroelectricity,Waterpower,Tx,Espanola,Sudbury,Northeast,Burlington to Nanticoke
CHPSOP 2,17.9,London District Energy Cogen II,London District Energy LP,CO,20,30-Jun-20,15-Jan-20,14-Jan-40,Gas,Combined Heat and Power,Natural Gas,Dx,London,Middlesex,West,Toronto
FIT 1,17.812,Index Energy Mills Road Corporation,Index Energy Ajax Corporation,CO,20,05-May-14,12-Jun-15,04-May-34,Renewables,Bioenergy,Biomass,Dx,Ajax,Durham,Toronto,Toronto
FIT 1,17.6,ZEP WIND FARM GANARASKA,SLGR Wind LP,CO,20,09-Mar-14,06-May-16,05-May-36,Renewables,Wind - On-Shore,Wind,Dx,Orono,Durham,Toronto,Peterborough to Kingston
HCI,17.4,Hogg GS,"Great Lakes Power Limited Partnership, Algoma Hydro Asset LP, Canada Atlantis GL Power LP",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Batchawana Bay,Algoma,Northeast,Kitchener-Waterloo-Guelph-Cambridge
RES II,16,Yellow Falls Hydro GS,Yellow Falls Power Limited Partnership,CO,20,30-Sep-16,06-Mar-19,06-Mar-39,Renewables,Hydroelectricity,Waterpower,Tx,Smooth Rock Falls,Cochrane,Northeast,Toronto
HESA,15.7,Healey Falls Generating Station,Ontario Power Generation Inc.,CO,50,,07-Apr-10,06-Apr-60,Renewables,Hydroelectricity,Waterpower,Dx,Campbellford,Northumberland,East,Kitchener-Waterloo-Guelph-Cambridge
HCI,15.5,Mission GS,"Great Lakes Power Limited Partnership, Algoma Hydro Asset LP, Canada Atlantis GL Power LP",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Wawa,Algoma,Northeast,GTA North
HCI,15.5,Steephill Falls GS,"Great Lakes Power Limited Partnership, Algoma Hydro Asset LP, Canada Atlantis GL Power LP",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Wawa,Algoma,Northeast,Toronto
LT1,15.48,North Glengarry BESS,North Glengarry BESS Limited Partnership,UD,20,01-May-28,,,Storage,Battery Energy Storage System,Battery,Dx,,,Ottawa,Windsor-Essex
FIT 1,15,St. Columban 2 Wind Energy Project,St. Columban Wind LP,CO,20,17-Feb-15,22-Jun-15,21-Jun-35,Renewables,Wind - On-Shore,Wind,Dx,Seaforth,Huron,Southwest,GTA North
HESA,15,Wawaitin Generating Station - Upper Mattagami,"UMH Energy Partnership, an Ontario General Partnership of Ontario Power Generation Inc. and UMH Energy Inc.",CO,50,,22-Nov-10,21-Nov-60,Renewables,Hydroelectricity,Waterpower,Dx,Timmins,Cochrane,Northeast,Greater Bruce/Huron
HESA,14,Lower Sturgeon Generating Station - Upper Mattagami,"UMH Energy Partnership, an Ontario General Partnership of Ontario Power Generation Inc. and UMH Energy Inc.",CO,50,,21-Nov-10,20-Nov-60,Renewables,Hydroelectricity,Waterpower,Dx,Timmins,Cochrane,Northeast,Burlington to Nanticoke
EFW,13.9,Durham York Energy Centre,The Regional Municipality of Durham and the Regional Municipality of York,CO,20,06-Sep-16,16-Oct-15,15-Oct-35,Other,Rankine Cycle,Municipal Waste,Dx,Bowmanville,Durham,Toronto,South Georgian Bay/Muskoka
HCI,13.132,Fort Frances,"H2O Power Limited Partnership, Watergen Canada Holdings Inc.",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Fort Frances,Rainy River,Northwest,GTA West
CHPSOP 2,12.932,Under Sun CHP,Under Sun Acres Green Energy Inc.,CO,20,30-Jun-20,16-Jun-20,15-Jun-40,Gas,Combined Heat and Power,Natural Gas,Dx,Leamington,Essex,West,Niagara
HCI,12.8,McPhail GS,"Great Lakes Power Limited Partnership, Algoma Hydro Asset LP, Canada Atlantis GL Power LP",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Wawa,Algoma,Northeast,Greater Ottawa
HCI,12.795,Norman,"H2O Power Limited Partnership, Watergen Canada Holdings Inc.",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Kenora,Kenora,Northwest,Peterborough to Kingston
HCI,12.5,Harris GS,"Great Lakes Power Limited Partnership, Algoma Hydro Asset LP, Canada Atlantis GL Power LP",CO,20,01-Dec-09,01-Dec-09,01-Dec-29,Renewables,Hydroelectricity,Waterpower,Tx,Wawa,Algoma,Northeast,Niagara
CFC,12,Gatineau No. 1,Chaudière Hydro North LP,CO,40,13-Feb-20,13-Feb-20,13-Feb-60,Renewables,Hydroelectricity,Waterpower,Dx,Ottawa,Ottawa,Ottawa,Greater Ottawa
CHP I,12,London District Energy,London District Energy LP,CO,20,01-Jun-08,31-Dec-08,30-Dec-28,Gas,Simple Cycle CHP,Natural Gas,Dx,London,Middlesex,West,London Area
LRP I,12,Pendleton Solar Energy Centre,Pendleton Energy Centre Limited Partnership,CO,20,09-Mar-19,03-Jan-19,02-Jan-39,Renewables,Solar Ground Mounted,Solar,Dx,Curran,Prescott and Russell,Ottawa,Niagara
CHP I,11.3,Great Northern Tri-Gen,Soave Hydroponics Company,CO,20,01-Dec-08,31-Oct-08,30-Oct-28,Gas,Simple Cycle CHP,Natural Gas,Dx,Essex,Essex,West,GTA North
FIT 1,10.8,Grand Valley Wind Farms (Phase 2),Grand Valley 1 Limited Partnership,CO,20,17-Jul-12,24-Mar-12,23-Mar-32,Renewables,Wind - On-Shore,Wind,Dx,Dundalk,Grey,Southwest,North/East of Sudbury
NUG,10.3,Emerald Energy From Waste Facility,Emerald Energy From Waste Inc.,CO,15,01-Jun-15,08-Sep-15,31-May-30,Other,Rankine Cycle,Municipal Waste,Dx,Brampton,Peel,Toronto,GTA West
FIT 1,10.25,Sumac Ridge Wind Farm,SWNS Wind LP,CO,20,11-Oct-16,09-Nov-17,10-Oct-36,Renewables,Wind - On-Shore,Wind,Dx,Pontypool,Kawartha Lakes,Toronto,Niagara
FIT 1,10,Northland Power Solar North Burgess,Northland Power Solar North Burgess L.P.,CO,20,16-May-13,02-Feb-14,01-Feb-34,Renewables,Solar Ground Mounted,Solar,Dx,Perth,Lanark,East,Windsor-Essex
FIT 1,10,Northland Power Solar Burks Falls East,Northland Power Solar Burks Falls East L.P.,CO,20,20-Aug-13,23-Sep-13,22-Sep-33,Renewables,Solar Ground Mounted,Solar,Dx,Burks Falls,Parry Sound,Essa,Greater Ottawa
FIT 1,10,Northland Power Solar Belleville North,Northland Power Solar Belleville North L.P.,CO,20,18-Feb-13,21-Jun-13,20-Jun-33,Renewables,Solar Ground Mounted,Solar,Dx,Ameliasburgh,Prince Edward,East,Greater Bruce/Huron
FIT 1,10,Solray Energy Sunderland,Sunderland Solar Farm Limited Partnership,CO,20,25-Feb-14,24-Apr-14,23-Apr-34,Renewables,Solar Ground Mounted,Solar,Dx,Beaverton,Durham,Essa,GTA West
FIT 1,10,Northland Power Solar McCann L.P.,Northland Power Solar McCann L.P.,CO,20,12-May-13,27-Jul-13,26-Jul-33,Renewables,Solar Ground Mounted,Solar,Dx,Westport,Leeds and Grenville,East,GTA East
FIT 1,10,David Brown Solar Park,Saturn Solar 2 LP,CO,20,25-Feb-14,16-Mar-15,15-Mar-35,Renewables,Solar Ground Mounted,Solar,Dx,Ingleside,"Stormont, Dundas and Glengarry",East,Windsor-Essex
FIT 1,10,Illumination,Illumination LP,CO,20,16-Sep-14,13-Nov-15,12-Nov-35,Renewables,Solar Ground Mounted,Solar,Dx,Port Perry,Simcoe,Toronto,South Georgian Bay/Muskoka
FIT 1,10,Ernestown Wind Park,Ernestown Windpark Limited Partnership,CO,20,02-Jun-13,30-Sep-14,29-Sep-34,Renewables,Wind - On-Shore,Wind,Dx,Bath,Lennox and Addington,East,Greater Ottawa
FIT 1,10,Wainfleet Wind Farm,Wainfleet Wind Energy Inc.,CO,20,02-Aug-14,17-Sep-14,01-Aug-34,Renewables,Wind - On-Shore,Wind,Dx,Wainfleet,Niagara,Niagara,GTA West
FIT 1,10,EffiSolar Cornwall Solar Farm A (10MW),Cornwall Solar Inc.,CO,20,04-Feb-14,27-Mar-14,26-Mar-34,Renewables,Solar Ground Mounted,Solar,Dx,Cornwall,"Stormont, Dundas and Glengarry",East,Greater Bruce/Huron
FIT 1,10,BeamLight,Concord BeamLight Partnership,CO,20,03-Jun-14,11-Sep-15,10-Sep-35,Renewables,Solar Ground Mounted,Solar,Dx,Pefferlaw,York,Essa,Burlington to Nanticoke
FIT 1,10,Dave Rampel Solar Park,Rainy River First Nations Solar 3 Limited Partnership,CO,20,31-Oct-14,20-Feb-15,19-Feb-35,Renewables,Solar Ground Mounted,Solar,Dx,Rainy River,Rainy River,Northwest,South Georgian Bay/Muskoka
FIT 1,10,RayLight,Concord RayLight Partnership,CO,20,26-Mar-14,24-Oct-14,23-Oct-34,Renewables,Solar Ground Mounted,Solar,Dx,Wyebridge,Simcoe,Essa,St. Lawrence
FIT 1,10,RE Orillia 2,Met Axium Solar Orillia 2 L.P.,CO,20,18-Apr-13,27-Feb-14,26-Feb-34,Renewables,Solar Ground Mounted,Solar,Dx,Hawkestone,Simcoe,Essa,South Georgian Bay/Muskoka
FIT 1,10,Northland Power Solar Rideau Lakes,Northland Power Solar Rideau Lakes L.P.,CO,20,19-Feb-13,21-Jun-13,20-Jun-33,Renewables,Solar Ground Mounted,Solar,Dx,Portland,Leeds and Grenville,East,GTA North
FIT 1,10,SunE Rutley,SunE Rutley LP,CO,20,06-Apr-12,23-Feb-12,22-Feb-32,Renewables,Solar Ground Mounted,Solar,Dx,Ingleside,"Stormont, Dundas and Glengarry",East,St. Lawrence
FIT 1,10,HAF Energy,Vineland Power Inc.,CO,20,29-May-14,25-Jun-14,28-May-34,Renewables,Wind - On-Shore,Wind,Dx,Caistor Centre,Niagara,Niagara,South Georgian Bay/Muskoka
FIT 1,10,Longueil TS Malbouef,SunE Alfred LP,CO,20,27-Apr-13,24-Dec-13,23-Dec-33,Renewables,Solar Ground Mounted,Solar,Dx,Alfred,Prescott and Russell,Ottawa,St. Lawrence
FIT 1,10,Alfred,Concord Alfred Partnership,CO,20,05-Apr-15,25-Nov-15,24-Nov-35,Renewables,Solar Ground Mounted,Solar,Dx,Alfred,Prescott and Russell,Ottawa,Toronto
FIT 1,10,RE Smiths Falls 5,Aurora Smiths Falls 5 Limited Partnership,CO,20,18-Feb-13,13-Feb-13,12-Feb-33,Renewables,Solar Ground Mounted,Solar,Dx,Smiths Falls,Lanark,East,Windsor-Essex
FIT 1,10,Kingston Gardiner TS Odessa,SunE Odessa LP,CO,20,27-Apr-13,19-Dec-13,18-Dec-33,Renewables,Solar Ground Mounted,Solar,Dx,Odessa,Lennox and Addington,East,Peterborough to Kingston
FIT 1,10,SparkleLight,SparkleLight LP,CO,20,09-May-14,11-Nov-14,10-Nov-34,Renewables,Solar Ground Mounted,Solar,Dx,Woodville,Kawartha Lakes,Essa,Northwest Ontario
FIT 1,10,Morley Solar Park,Rainy River First Nations Solar 1 Limited Partnership,CO,20,31-Oct-14,20-Feb-15,19-Feb-35,Renewables,Solar Ground Mounted,Solar,Dx,Stratton,Rainy River,Northwest,GTA East
FIT 1,10,GoldLight,GoldLight LP,CO,20,25-Feb-14,30-Jan-15,29-Jan-35,Renewables,Solar Ground Mounted,Solar,Dx,Pefferlaw,York,Essa,Windsor-Essex
FIT 1,10,RE Smiths Falls 2,Aurora Smiths Falls 2 Limited Partnership,CO,20,18-Feb-13,28-Mar-13,27-Mar-33,Renewables,Solar Ground Mounted,Solar,Dx,Perth,Lanark,East,Burlington to Nanticoke
FIT 1,10,Northland Power Solar Glendale,Northland Power Solar Glendale L.P.,CO,20,10-Mar-14,24-Jan-14,23-Jan-34,Renewables,Solar Ground Mounted,Solar,Dx,Cornwall,"Stormont, Dundas and Glengarry",East,GTA North
FIT 1,10,2176047,Axium Infinity Solar LP,CO,20,21-May-13,07-Nov-12,06-Nov-32,Renewables,Solar Ground Mounted,Solar,Dx,Brockville,Leeds and Grenville,East,Kitchener-Waterloo-Guelph-Cambridge
FIT 1,10,Northland Power Solar Abitibi,Northland Power Solar Abitibi L.P.,CO,20,05-Sep-14,28-Aug-15,27-Aug-35,Renewables,Solar Ground Mounted,Solar,Tx,Cochrane,Cochrane,Northeast,South Georgian Bay/Muskoka
FIT 1,10,UDI Port Ryerse Wind Farm,Port Ryerse Wind Farm Limited Partnership,CO,20,15-Jun-14,09-Dec-16,08-Dec-36,Renewables,Wind - On-Shore,Wind,Dx,Simcoe,Norfolk,Southwest,Greater Bruce/Huron
FIT 1,10,LunarLight,LunarLight LP,CO,20,25-Feb-14,07-May-15,06-May-35,Renewables,Solar Ground Mounted,Solar,Dx,Stirling,Hastings,East,GTA West
FIT 1,10,Liskeard 1,Axium Infinity Solar LP,CO,20,05-Sep-14,07-Oct-14,06-Oct-34,Renewables,Solar Ground Mounted,Solar,Tx,New Liskeard,Timiskaming,Northeast,Chatham/Lambton/Sarnia
FIT 1,10,RE Breen 2,Met Axium Solar Breen 2 L.P.,CO,20,10-Oct-13,26-Feb-14,25-Feb-34,Renewables,Solar Ground Mounted,Solar,Dx,Putnam,Middlesex,Southwest,GTA North
FIT 1,10,Glenarm,CSI Glenarm LP,CO,20,18-Apr-14,03-Nov-14,02-Nov-34,Renewables,Solar Ground Mounted,Solar,Dx,Woodville,Kawartha Lakes,Essa,Greater Ottawa
FIT 1,10,RE Orillia 1,Met Axium Solar Orillia 1 L.P.,CO,20,14-Apr-13,27-Feb-14,26-Feb-34,Renewables,Solar Ground Mounted,Solar,Dx,Hawkestone,Simcoe,Essa,South Georgian Bay/Muskoka
FIT 1,10,Northland Power Solar Long Lake,Northland Power Solar Long Lake L.P.,CO,20,06-Sep-14,28-Oct-15,27-Oct-35,Renewables,Solar Ground Mounted,Solar,Tx,Hunta,Cochrane,Northeast,Burlington to Nanticoke
FIT 1,10,Silvercreek Solar Park,Silvercreek Nominee Inc.,CO,20,05-Jul-14,09-Jul-14,08-Jul-34,Renewables,Solar Ground Mounted,Solar,Tx,Aylmer,Elgin,West,South Georgian Bay/Muskoka
FIT 1,10,Wainwright Solar Park,New OSPVF 1 Limited Partnership,CO,20,07-Jun-13,08-Oct-14,07-Oct-34,Renewables,Solar Ground Mounted,Solar,Dx,Oxdrift,Kenora,Northwest,Windsor-Essex
FIT 1,10,Northland Power Solar Crosby,Northland Power Solar Crosby L.P.,CO,20,20-Feb-13,21-Jun-13,20-Jun-33,Renewables,Solar Ground Mounted,Solar,Dx,Portland,Leeds and Grenville,East,GTA West
FIT 1,10,Brockville Solar Inc.,Brockville Solar Inc.,CO,20,22-May-13,28-Feb-13,27-Feb-33,Renewables,Solar Ground Mounted,Solar,Dx,Lyn,Leeds and Grenville,East,London Area
FIT 1,10,Liskeard 3,Axium Infinity Solar LP,CO,20,05-Sep-14,17-Jul-14,16-Jul-34,Renewables,Solar Ground Mounted,Solar,Tx,New Liskeard,Timiskaming,Northeast,Peterborough to Kingston
FIT 1,10,SunE Newboro 1,SunE Ray LP,CO,20,25-Feb-14,20-Oct-14,19-Oct-34,Renewables,Solar Ground Mounted,Solar,Dx,Westport,Leeds and Grenville,East,GTA East
FIT 1,10,FotoLight,Axium Foto Light LP,CO,20,15-Jul-14,17-Nov-14,16-Nov-34,Renewables,Solar Ground Mounted,Solar,Dx,Picton,Prince Edward,East,GTA North
FIT 1,10,Mattawishkwia Solar Park,New OSPVF 10 Limited Partnership,CO,20,12-May-13,30-Sep-14,29-Sep-34,Renewables,Solar Ground Mounted,Solar,Dx,Hearst,Cochrane,Northeast,St. Lawrence
FIT 1,10,SunE Bruining 1,SunE South Stormont LP,CO,20,25-Feb-14,24-Feb-15,23-Feb-35,Renewables,Solar Ground Mounted,Solar,Dx,Ingleside,"Stormont, Dundas and Glengarry",East,London Area
FIT 1,10,SNOWY RIDGE WIND PARK,SLGR Wind LP,CO,20,26-Aug-13,05-Oct-16,04-Oct-36,Renewables,Wind - On-Shore,Wind,Dx,Bethany,Kawartha Lakes,East,Windsor-Essex
FIT 1,10,Northland Power Solar Belleville South,Northland Power Solar Belleville South L.P.,CO,20,20-Feb-13,21-Jun-13,20-Jun-33,Renewables,Solar Ground Mounted,Solar,Dx,Ameliasburgh,Prince Edward,East,GTA West
FIT 1,10,RE Waubaushene 3,Aurora Waubaushene 3 Limited Partnership,CO,20,17-Feb-13,28-Mar-13,27-Mar-33,Renewables,Solar Ground Mounted,Solar,Dx,Wyebridge,Simcoe,Essa,Greater Ottawa
FIT 1,10,Penn Energy - VanDorp,Port Hope Solar Farm Partnership,CO,20,14-Nov-14,18-Dec-15,17-Dec-35,Renewables,Solar Ground Mounted,Solar,Dx,Port Hope,Northumberland,East,Toronto
FIT 1,10,EarthLight,Concord EarthLight Partnership,CO,20,07-Jan-15,19-Nov-15,18-Nov-35,Renewables,Solar Ground Mounted,Solar,Dx,Pefferlaw,York,Essa,Peterborough to Kingston
FIT 1,10,Simcoe Solar Energy Centre I,TerraForm Ontario Solar LP,CO,20,03-Sep-15,23-Aug-13,22-Aug-33,Renewables,Solar Ground Mounted,Solar,Dx,Woodville,Kawartha Lakes,Essa,Burlington to Nanticoke
FIT 1,10,Northland Power Solar Martin's Meadows,Northland Power Solar Martin's Meadows L.P.,CO,20,05-Sep-14,13-Aug-15,12-Aug-35,Renewables,Solar Ground Mounted,Solar,Tx,Cochrane,Cochrane,Northeast,Sudbury/Algoma
FIT 1,10,Norfolk Bloomsburg TS,SunE Norfolk Bloomsburg LP,CO,20,27-Apr-13,27-Feb-13,26-Feb-33,Renewables,Solar Ground Mounted,Solar,Dx,Simcoe,Norfolk,Southwest,Kitchener-Waterloo-Guelph-Cambridge
FIT 1,10,Liskeard 4,Axium Infinity Solar LP,CO,20,05-Sep-14,17-Jul-14,16-Jul-34,Renewables,Solar Ground Mounted,Solar,Tx,New Liskeard,Timiskaming,Northeast,Burlington to Nanticoke
FIT 1,10,Welland Ridge Road,SunE Welland Ridge LP,CO,20,23-Apr-13,24-Sep-14,23-Sep-34,Renewables,Solar Ground Mounted,Solar,Dx,Welland,Niagara,Niagara,St. Lawrence
FIT 1,10,SunE Newboro 4,SunE Newboro 4 LP,CO,20,25-Feb-14,13-Nov-14,12-Nov-34,Renewables,Solar Ground Mounted,Solar,Dx,Westport,Leeds and Grenville,East,Greater Ottawa
FIT 1,10,Kingston Gardiner Hwy2 South,SunE Hwy 2 S LP,CO,20,27-Apr-13,02-Dec-13,01-Dec-33,Renewables,Solar Ground Mounted,Solar,Dx,Odessa,Lennox and Addington,East,Kitchener-Waterloo-Guelph-Cambridge
FIT 1,10,Simcoe Solar Energy Centre III,TerraForm Ontario Solar LP,CO,20,06-Sep-15,26-Aug-13,25-Aug-33,Renewables,Solar Ground Mounted,Solar,Dx,Woodville,Kawartha Lakes,Essa,GTA West
FIT 1,10,DiscoveryLight,Axium Discovery Light LP,CO,20,24-Mar-14,03-Nov-14,02-Nov-34,Renewables,Solar Ground Mounted,Solar,Dx,Beaverton,Durham,Essa,Windsor-Essex
FIT 1,10,Perpetual Cleanpower Oro 4 Line,Oro LP,CO,20,12-Mar-14,28-Jan-15,27-Jan-35,Renewables,Solar Ground Mounted,Solar,Dx,Hawkestone,Simcoe,Essa,London Area
FIT 1,10,Northland Power Solar Empire,Northland Power Solar Empire L.P.,CO,20,06-Sep-14,13-Jul-15,12-Jul-35,Renewables,Solar Ground Mounted,Solar,Tx,Cochrane,Cochrane,Northeast,Peterborough to Kingston
FIT 1,10,Penn Energy - Hamilton_Port Hope-4,Hamilton Solar Farm Partnership,CO,20,12-Aug-15,11-Aug-14,10-Aug-34,Renewables,Solar Ground Mounted,Solar,Dx,Baltimore,Northumberland,East,Niagara
FIT 1,10,GREY HIGHLANDS ZERO EMISSION PEOPLE,SLGR Wind LP,CO,20,17-Mar-14,26-Feb-16,25-Feb-36,Renewables,Wind - On-Shore,Wind,Dx,Singhampton,Grey,Southwest,GTA West
FIT 1,10,EffiSolar Beckwith Solar Farm (10MW),Beckwith Solar Inc.,CO,20,01-Mar-14,23-Jan-14,22-Jan-34,Renewables,Solar Ground Mounted,Solar,Dx,Smiths Falls,Lanark,East,Toronto
FIT 1,10,Solray Energy Epsom,Marsh Hill III LP,CO,20,25-Feb-14,31-Mar-15,30-Mar-35,Renewables,Solar Ground Mounted,Solar,Dx,Uxbridge,Durham,Toronto,Chatham/Lambton/Sarnia
FIT 1,10,Gitchi Animki Niizh Generating Station,Pic Mobert Hydro Inc.,CO,40,16-Jul-17,29-Apr-16,28-Apr-56,Renewables,Hydroelectricity,Waterpower,Tx,Mobert,Algoma,Northwest,Greater Ottawa
FIT 1,10,RE Adelaide 1,Met Axium Solar Adelaide 1 L.P.,CO,20,12-Jul-14,23-Dec-13,22-Dec-33,Renewables,Solar Ground Mounted,Solar,Dx,Strathroy,Middlesex,West,London Area
FIT 1,10,Namewaminikan Waterpower Project,Namewaminikan Hydro Inc.,CO,40,22-Apr-18,24-Aug-17,23-Aug-57,Renewables,Hydroelectricity,Waterpower,Tx,Beardmore,Thunder Bay,Northwest,Greater Bruce/Huron
FIT 1,10,Perpetual Cleanpower Lindsay,Lindsay Solar LP,CO,20,25-Feb-14,19-Dec-14,24-Feb-34,Renewables,Solar Ground Mounted,Solar,Dx,Lindsay,Kawartha Lakes,Essa,Burlington to Nanticoke
FIT 1,10,William Rutley Solar Park,Axium Infinity Solar LP,CO,20,22-Aug-13,21-Dec-12,20-Dec-32,Renewables,Solar Ground Mounted,Solar,Dx,Ingleside,"Stormont, Dundas and Glengarry",East,Peterborough to Kingston
FIT 1,10,Northland Power Burks Falls West,Northland Power Solar Burks Falls West L.P.,CO,20,21-May-13,23-Sep-14,22-Sep-34,Renewables,Solar Ground Mounted,Solar,Dx,Burks Falls,Parry Sound,Essa,GTA North
FIT 1,10,RE Smiths Falls 6,Aurora Smiths Falls 6 Limited Partnership,CO,20,18-Feb-13,13-Feb-13,12-Feb-33,Renewables,Solar Ground Mounted,Solar,Dx,Smiths Falls,Lanark,East,GTA West
FIT 1,10,Belleville TS Demorestville,SunE Demorestville LP,CO,20,23-Apr-13,06-Mar-14,05-Mar-34,Renewables,Solar Ground Mounted,Solar,Dx,Demorestville,Prince Edward,East,GTA West
